sentence,sentiment
"['ਧਾਰਮਿਕ', 'ਗਰੰਥਾਂ', 'ਦੇ', 'ਅਧਿਐਨ', 'ਨੇ', 'ਲੋਕਾਂ', 'ਦੇ', 'ਜੀਵਨ', 'ਨੂੰ', 'ਸੁਧਾਰਨ', 'ਵਿੱਚ', 'ਮਦਦ', 'ਕੀਤੀ', 'ਹੈ']",positive
"['ਕੁਝ', 'ਧਾਰਮਿਕ', 'ਸਮੂਹਾਂ', 'ਵਿਚਕਾਰ', 'ਟਕਰਾਵਾਂ', 'ਨੇ', 'ਸਮਾਜਿਕ', 'ਸਾਂਤੀ', 'ਨੂੰ', 'ਖਤਰੇ', 'ਵਿੱਚ', 'ਪਾ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਧਾਰਮਿਕ', 'ਸਥਾਨਾਂ', ""'"", 'ਤੇ', 'ਲੱਗਣ', 'ਵਾਲੀਆਂ', 'ਭਜਨ-ਕੀਰਤਨ', 'ਸਭਾਵਾਂ', 'ਨੇ', 'ਲੋਕਾਂ', 'ਨੂੰ', 'ਆਤਮਿਕ', 'ਸੁਖ', 'ਦਿੱਤਾ', 'ਹੈ']",positive
"['ਧਾਰਮਿਕ', 'ਸੰਸਥਾਵਾਂ', 'ਵਿੱਚ', 'ਫੰਡਾਂ', 'ਦੀ', 'ਗਲਤ', 'ਵਰਤੋਂ', 'ਦੀਆਂ', 'ਖਬਰਾਂ', 'ਨੇ', 'ਲੋਕਾਂ', 'ਨੂੰ', 'ਨਿਰਾਸ', 'ਕੀਤਾ', 'ਹੈ']",negative
"['ਵੱਖ-ਵੱਖ', 'ਧਰਮਾਂ', 'ਦੇ', 'ਲੋਕਾਂ', 'ਵਿਚਕਾਰ', 'ਚਰਚਾਵਾਂ', 'ਨੇ', 'ਸਾਂਝੀ', 'ਸਮਝ', 'ਨੂੰ', 'ਬਢਾਵਾ', 'ਦਿੱਤਾ', 'ਹੈ']",positive
"['ਧਾਰਮਿਕ', 'ਸਥਾਨਾਂ', ""'"", 'ਤੇ', 'ਲੱਗਣ', 'ਵਾਲੇ', 'ਭੰਡਾਰਿਆਂ', 'ਨੇ', 'ਗਰੀਬਾਂ', 'ਦੀਆਂ', 'ਜਰੂਰਤਾਂ', 'ਪੂਰੀਆਂ', 'ਕੀਤੀਆਂ', 'ਹਨ']",positive
"['ਧਾਰਮਿਕ', 'ਪਰਚਾਰ', 'ਵਿੱਚ', 'ਵਧ', 'ਰਹੀ', 'ਕੱਟੜਪੰਥੀ', 'ਭਾਸਾ', 'ਨੇ', 'ਸਮਾਜਿਕ', 'ਤਣਾਅ', 'ਨੂੰ', 'ਜਨਮ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਧਾਰਮਿਕ', 'ਸਥਾਨਾਂ', ""'"", 'ਤੇ', 'ਲੱਗਣ', 'ਵਾਲੀਆਂ', 'ਰਸੋਈਆਂ', 'ਨੇ', 'ਹਜਾਰਾਂ', 'ਲੋਕਾਂ', 'ਨੂੰ', 'ਭੋਜਨ', 'ਪਰਦਾਨ', 'ਕੀਤਾ', 'ਹੈ']",positive
"['ਧਾਰਮਿਕ', 'ਨੇਤਾਵਾਂ', 'ਦੇ', 'ਵਿਵਾਦਿਤ', 'ਬਿਆਨਾਂ', 'ਨੇ', 'ਯੁਵਾਵਾਂ', 'ਨੂੰ', 'ਗੁੱਸੇ', 'ਵਿੱਚ', 'ਭਰ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਧਾਰਮਿਕ', 'ਪੁਸਤਕਾਂ', 'ਦੇ', 'ਡਿਜੀਟਲ', 'ਪਰਕਾਸਨ', 'ਨੇ', 'ਲੋਕਾਂ', 'ਨੂੰ', 'ਆਸਾਨ', 'ਪਹੁੰਚ', 'ਪਰਦਾਨ', 'ਕੀਤੀ', 'ਹੈ']",positive
"['ਧਾਰਮਿਕ', 'ਸੰਸਥਾਵਾਂ', 'ਵਿੱਚ', 'ਚੋਣਾਂ', 'ਨੂੰ', 'ਲੈ', 'ਕੇ', 'ਝਗੜਿਆਂ', 'ਨੇ', 'ਵਾਤਾਵਰਣ', 'ਨੂੰ', 'ਖਰਾਬ', 'ਕਰ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਧਾਰਮਿਕ', 'ਸੰਗੀਤ', 'ਦੇ', 'ਕੋਰਸਾਂ', 'ਨੇ', 'ਯੁਵਾਵਾਂ', 'ਨੂੰ', 'ਆਪਣੀ', 'ਸੱਭਿਆਚਾਰ', 'ਨਾਲ', 'ਜੋੜਨ', 'ਵਿੱਚ', 'ਮਦਦ', 'ਕੀਤੀ', 'ਹੈ']",positive
"['ਧਾਰਮਿਕ', 'ਸਥਾਨਾਂ', ""'"", 'ਤੇ', 'ਲੱਗਣ', 'ਵਾਲੇ', 'ਮੇਲਿਆਂ', 'ਨੇ', 'ਸਥਾਨਕ', 'ਕਾਰੋਬਾਰ', 'ਨੂੰ', 'ਫਾਇਦਾ', 'ਪਹੁੰਚਾਇਆ', 'ਹੈ']",neutral
"['ਧਾਰਮਿਕ', 'ਗੁਟਾਂ', 'ਵਿਚਕਾਰ', 'ਵਧ', 'ਰਹੀਆਂ', 'ਟਕਰਾਵਾਂ', 'ਨੇ', 'ਸਮਾਜਿਕ', 'ਸਾਂਤੀ', 'ਨੂੰ', 'ਖਤਰੇ', 'ਵਿੱਚ', 'ਪਾ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਧਾਰਮਿਕ', 'ਸੰਸਥਾਵਾਂ', 'ਦੁਆਰਾ', 'ਚਲਾਏ', 'ਜਾ', 'ਰਹੇ', 'ਪੁਸਤਕਾਲਿਆਂ', 'ਨੇ', 'ਲੋਕਾਂ', 'ਨੂੰ', 'ਗਿਆਨ', 'ਪਰਦਾਨ', 'ਕੀਤਾ', 'ਹੈ']",positive
"['ਧਾਰਮਿਕ', 'ਪਰਤੀਕਾਂ', 'ਨੂੰ', 'ਨੁਕਸਾਨ', 'ਪਹੁੰਚਾਉਣ', 'ਦੀਆਂ', 'ਘਟਨਾਵਾਂ', 'ਨੇ', 'ਲੋਕਾਂ', 'ਦੀਆਂ', 'ਭਾਵਨਾਵਾਂ', 'ਨੂੰ', 'ਠੇਸ', 'ਪਹੁੰਚਾਈ', 'ਹੈ']",negative
"['ਧਾਰਮਿਕ', 'ਸਥਾਨਾਂ', ""'"", 'ਤੇ', 'ਵਾਤਾਵਰਣ', 'ਸੰਭਾਲ', 'ਦੀਆਂ', 'ਪਹਿਲਾਂ', 'ਨੇ', 'ਸਕਾਰਾਤਮਕ', 'ਪਰਭਾਵ', 'ਪਾਇਆ', 'ਹੈ']",positive
"['ਧਾਰਮਿਕ', 'ਨੇਤਾਵਾਂ', 'ਦੇ', 'ਵਿਵਾਦਿਤ', 'ਫੈਸਲਿਆਂ', 'ਨੇ', 'ਲੋਕਾਂ', 'ਵਿੱਚ', 'ਨਾਰਾਜਗੀ', 'ਨੂੰ', 'ਜਨਮ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਧਾਰਮਿਕ', 'ਸਥਾਨਾਂ', ""'"", 'ਤੇ', 'ਲੱਗਣ', 'ਵਾਲੀਆਂ', 'ਸਵੈਇੱਛੁਕ', 'ਸੇਵਾਵਾਂ', 'ਨੇ', 'ਸਮਾਜਿਕ', 'ਏਕਤਾ', 'ਨੂੰ', 'ਮਜਬੂਤ', 'ਕੀਤਾ', 'ਹੈ']",positive
"['ਧਾਰਮਿਕ', 'ਪਰਚਾਰ', 'ਵਿੱਚ', 'ਵਧ', 'ਰਹੀ', 'ਅਸਹਿਣਸੀਲਤਾ', 'ਨੇ', 'ਸਮਾਜਿਕ', 'ਤਣਾਅ', 'ਨੂੰ', 'ਵਧਾਇਆ', 'ਹੈ']",negative
"['ਧਾਰਮਿਕ', 'ਸੰਸਥਾਵਾਂ', 'ਦੁਆਰਾ', 'ਚਲਾਏ', 'ਜਾ', 'ਰਹੇ', 'ਵਾਤਾਵਰਣ', 'ਸੰਭਾਲ', 'ਪਰੋਜੈਕਟਾਂ', 'ਨੇ', 'ਸਕਾਰਾਤਮਕ', 'ਪਰਭਾਵ', 'ਪਾਇਆ', 'ਹੈ']",positive
"['ਧਾਰਮਿਕ', 'ਗਰੰਥਾਂ', 'ਦੇ', 'ਗਲਤ', 'ਅਨੁਵਾਦਾਂ', 'ਨੇ', 'ਲੋਕਾਂ', 'ਵਿੱਚ', 'ਗਲਤਫਹਿਮੀਆਂ', 'ਨੂੰ', 'ਜਨਮ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਹਵਾ', 'ਵਿੱਚ', 'ਪਰਦੂਸਣ', 'ਦਾ', 'ਪੱਧਰ', 'ਖਤਰਨਾਕ', 'ਹੱਦ', 'ਤੱਕ', 'ਪਹੁੰਚ', 'ਗਿਆ', 'ਹੈ']",negative
"['ਨਦੀਆਂ', 'ਵਿੱਚ', 'ਕਾਰਖਾਨਿਆਂ', 'ਦਾ', 'ਕੂੜਾ', 'ਸਿੱਧਾ', 'ਸੁੱਟਿਆ', 'ਜਾ', 'ਰਿਹਾ', 'ਹੈ', 'ਜੋ', 'ਚਿੰਤਾਜਨਕ', 'ਹੈ']",negative
"['ਸਰਕਾਰ', 'ਨੇ', 'ਪਰਦੂਸਣ', 'ਘਟਾਉਣ', 'ਲਈ', 'ਨਵੀਆਂ', 'ਨੀਤੀਆਂ', 'ਲਾਗੂ', 'ਕੀਤੀਆਂ', 'ਹਨ', 'ਜੋ', 'ਸਰਾਹਨੀਕ', 'ਹਨ']",positive
"['ਪਲਾਸਟਿਕ', 'ਦੀ', 'ਵਰਤੋਂ', 'ਵਿੱਚ', 'ਕਮੀ', 'ਨੇ', 'ਵਾਤਾਵਰਣ', 'ਨੂੰ', 'ਥੋੜਹਾ', 'ਫਾਇਦਾ', 'ਪਹੁੰਚਾਇਆ', 'ਹੈ']",positive
"['ਸਹਿਰਾਂ', 'ਵਿੱਚ', 'ਧੂੰਏਂ', 'ਦਾ', 'ਪੱਧਰ', 'ਸਾਹ', 'ਲੈਣ', 'ਵਿੱਚ', 'ਮੁਸਕਲ', 'ਪੈਦਾ', 'ਕਰ', 'ਰਿਹਾ', 'ਹੈ']",negative
"['ਇਲੈਕਟਰਿਕ', 'ਵਾਹਨਾਂ', 'ਦੀ', 'ਵਰਤੋਂ', 'ਵਧਣ', 'ਨਾਲ', 'ਹਵਾ', 'ਦੀ', 'ਗੁਣਵੱਤਾ', 'ਵਿੱਚ', 'ਸੁਧਾਰ', 'ਹੋਇਆ', 'ਹੈ']",positive
"['ਨਦੀਆਂ', 'ਦੇ', 'ਪਾਣੀ', 'ਵਿੱਚ', 'ਰਸਾਇਣਿਕ', 'ਪਦਾਰਥਾਂ', 'ਦੀ', 'ਮਾਤਰਾ', 'ਖਤਰਨਾਕ', 'ਪੱਧਰ', 'ਤੱਕ', 'ਪਹੁੰਚ', 'ਗਈ', 'ਹੈ']",negative
"['ਪਰਦੂਸਣ', 'ਨਿਯੰਤਰਣ', 'ਲਈ', 'ਸਮਾਰਟ', 'ਸਿਟੀ', 'ਪਰੋਜੈਕਟਾਂ', 'ਨੇ', 'ਕੁਝ', 'ਸਕਾਰਾਤਮਕ', 'ਨਤੀਜੇ', 'ਦਿੱਤੇ', 'ਹਨ']",positive
"['ਕੂੜੇ', 'ਨੂੰ', 'ਖੁੱਲਹੇ', 'ਵਿੱਚ', 'ਸਾੜਨ', 'ਨਾਲ', 'ਹਵਾ', 'ਵਿੱਚ', 'ਜਹਿਰੀਲੇ', 'ਪਦਾਰਥ', 'ਫੈਲ', 'ਰਹੇ', 'ਹਨ']",negative
"['ਰੀਸਾਈਕਲਿੰਗ', 'ਪਲਾਂਟਾਂ', 'ਦੀ', 'ਸਥਾਪਨਾ', 'ਨੇ', 'ਕੂੜੇ', 'ਦੀ', 'ਸਮੱਸਿਆ', 'ਨੂੰ', 'ਕੁਝ', 'ਹੱਦ', 'ਤੱਕ', 'ਹੱਲ', 'ਕੀਤਾ', 'ਹੈ']",positive
"['ਪਾਰਕਾਂ', 'ਵਿੱਚ', 'ਪੌਦੇ', 'ਲਗਾਉਣ', 'ਦੀਆਂ', 'ਮੁਹਿੰਮਾਂ', 'ਨੇ', 'ਹਰਿਆਲੀ', 'ਵਧਾਉਣ', 'ਵਿੱਚ', 'ਮਦਦ', 'ਕੀਤੀ', 'ਹੈ']",positive
"['ਡੀਜਲ', 'ਗੱਡੀਆਂ', 'ਤੋਂ', 'ਨਿਕਲਣ', 'ਵਾਲਾ', 'ਧੂੰਆਂ', 'ਸਹਿਰੀ', 'ਪਰਦੂਸਣ', 'ਦਾ', 'ਮੁੱਖ', 'ਕਾਰਨ', 'ਬਣ', 'ਰਿਹਾ', 'ਹੈ']",negative
"['ਵਰਖਾ', 'ਦੇ', 'ਪਾਣੀ', 'ਨੂੰ', 'ਸੰਭਾਲਣ', 'ਦੀਆਂ', 'ਤਕਨੀਕਾਂ', 'ਨੇ', 'ਜਮੀਨੀ', 'ਪਾਣੀ', 'ਦੇ', 'ਪੱਧਰ', 'ਨੂੰ', 'ਸੁਧਾਰਿਆ', 'ਹੈ']",positive
"['ਪਰਦੂਸਿਤ', 'ਹਵਾ', 'ਵਿੱਚ', 'ਸਾਹ', 'ਲੈਣ', 'ਨਾਲ', 'ਬੱਚਿਆਂ', 'ਵਿੱਚ', 'ਦਮੇ', 'ਦੇ', 'ਮਾਮਲੇ', 'ਵਧ', 'ਰਹੇ', 'ਹਨ']",negative
"['ਸੋਲਰ', 'ਊਰਜਾ', 'ਦੀ', 'ਵਰਤੋਂ', 'ਵਧਣ', 'ਨਾਲ', 'ਕੋਲੇ', 'ਦੀ', 'ਖਪਤ', 'ਵਿੱਚ', 'ਕਮੀ', 'ਆਈ', 'ਹੈ']",positive
"['ਨਦੀ', 'ਕਿਨਾਰਿਆਂ', ""'"", 'ਤੇ', 'ਕੂੜਾ', 'ਫੈਲਣ', 'ਨਾਲ', 'ਪਾਣੀ', 'ਦੇ', 'ਜੀਵਾਂ', 'ਦੀ', 'ਜਾਨ', 'ਨੂੰ', 'ਖਤਰਾ', 'ਹੈ']",negative
"['ਸਰਕਾਰ', 'ਨੇ', 'ਪਰਦੂਸਣ', 'ਫੈਲਾਉਣ', 'ਵਾਲੀਆਂ', 'ਫੈਕਟਰੀਆਂ', ""'"", 'ਤੇ', 'ਭਾਰੀ', 'ਜੁਰਮਾਨੇ', 'ਲਗਾਉਣ', 'ਦੀ', 'ਨੀਤੀ', 'ਬਣਾਈ', 'ਹੈ']",positive
"['ਪਲਾਸਟਿਕ', 'ਦੀਆਂ', 'ਥੈਲੀਆਂ', 'ਦੀ', 'ਵਰਤੋਂ', ""'"", 'ਤੇ', 'ਪਾਬੰਦੀ', 'ਨੇ', 'ਕੂੜੇ', 'ਦੀ', 'ਸਮੱਸਿਆ', 'ਨੂੰ', 'ਕੁਝ', 'ਹੱਦ', 'ਤੱਕ', 'ਘਟਾਇਆ', 'ਹੈ']",positive
"['ਧਰਤੀ', 'ਹੇਠਲੇ', 'ਪਾਣੀ', 'ਵਿੱਚ', 'ਰਸਾਇਣਿਕ', 'ਪਦਾਰਥਾਂ', 'ਦਾ', 'ਮਿਸਰਣ', 'ਪੀਣ', 'ਵਾਲੇ', 'ਪਾਣੀ', 'ਨੂੰ', 'ਖਤਰਨਾਕ', 'ਬਣਾ', 'ਰਿਹਾ', 'ਹੈ']",negative
"['ਇਲੈਕਟਰਿਕ', 'ਸਕੂਟਰਾਂ', 'ਦੀ', 'ਵਰਤੋਂ', 'ਵਧਣ', 'ਨਾਲ', 'ਸਹਿਰਾਂ', 'ਵਿੱਚ', 'ਧੁੰਦ', 'ਦੀ', 'ਸਮੱਸਿਆ', 'ਵਿੱਚ', 'ਕਮੀ', 'ਆਈ', 'ਹੈ']",positive
"['ਖੇਤਾਂ', 'ਵਿੱਚ', 'ਵੱਧ', 'ਰਸਾਇਣਿਕ', 'ਖਾਦਾਂ', 'ਦੀ', 'ਵਰਤੋਂ', 'ਨੇ', 'ਮਿੱਟੀ', 'ਦੀ', 'ਗੁਣਵੱਤਾ', 'ਨੂੰ', 'ਖਰਾਬ', 'ਕਰ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਸਹਿਰੀ', 'ਇਲਾਕਿਆਂ', 'ਵਿੱਚ', 'ਧੁਨੀ', 'ਪਰਦੂਸਣ', 'ਨੇ', 'ਲੋਕਾਂ', 'ਦੀ', 'ਸੁਣਵਾਈ', 'ਸਕਤੀ', 'ਨੂੰ', 'ਪਰਭਾਵਿਤ', 'ਕੀਤਾ', 'ਹੈ']",negative
"['ਰੀਸਾਈਕਲਿੰਗ', 'ਦੀ', 'ਆਦਤ', 'ਨੇ', 'ਲੈਂਡਫਿਲ', 'ਸਾਇਟਾਂ', ""'"", 'ਤੇ', 'ਕੂੜੇ', 'ਦੇ', 'ਢੇਰ', 'ਨੂੰ', 'ਘਟਾਉਣ', 'ਵਿੱਚ', 'ਮਦਦ', 'ਕੀਤੀ', 'ਹੈ']",positive
"['ਕਾਰਖਾਨਿਆਂ', 'ਤੋਂ', 'ਨਿਕਲਣ', 'ਵਾਲੇ', 'ਜਹਿਰੀਲੇ', 'ਪਦਾਰਥਾਂ', 'ਨੇ', 'ਨਦੀਆਂ', 'ਦੇ', 'ਪਾਣੀ', 'ਨੂੰ', 'ਪੀਣ', 'ਯੋਗ', 'ਨਹੀਂ', 'ਛੱਡਿਆ']",negative
"['ਸਰਕਾਰੀ', 'ਯੋਜਨਾਵਾਂ', 'ਨੇ', 'ਪਰਦੂਸਣ', 'ਨੂੰ', 'ਘਟਾਉਣ', 'ਲਈ', 'ਜਨਤਾ', 'ਨੂੰ', 'ਜਾਗਰੂਕ', 'ਕਰਨ', 'ਵਿੱਚ', 'ਮਦਦ', 'ਕੀਤੀ', 'ਹੈ']",positive
"['ਪਰਦੂਸਿਤ', 'ਹਵਾ', 'ਵਿੱਚ', 'ਲੰਬੇ', 'ਸਮੇਂ', 'ਤੱਕ', 'ਰਹਿਣ', 'ਨਾਲ', 'ਫੇਫੜਿਆਂ', 'ਦੀਆਂ', 'ਬਿਮਾਰੀਆਂ', 'ਦਾ', 'ਖਤਰਾ', 'ਵਧ', 'ਗਿਆ', 'ਹੈ']",negative
"['ਘਰੇਲੂ', 'ਕੂੜੇ', 'ਨੂੰ', 'ਵੱਖਰਾ', 'ਕਰਕੇ', 'ਫੈਂਕਣ', 'ਦੀ', 'ਆਦਤ', 'ਨੇ', 'ਰੀਸਾਈਕਲਿੰਗ', 'ਨੂੰ', 'ਆਸਾਨ', 'ਬਣਾਇਆ', 'ਹੈ']",positive
"['ਸਮੁੰਦਰਾਂ', 'ਵਿੱਚ', 'ਪਲਾਸਟਿਕ', 'ਕੂੜੇ', 'ਦੀ', 'ਮਾਤਰਾ', 'ਵਧਣ', 'ਨਾਲ', 'ਸਮੁੰਦਰੀ', 'ਜੀਵਾਂ', 'ਦੀ', 'ਜਾਨ', 'ਨੂੰ', 'ਖਤਰਾ', 'ਹੈ']",negative
"['ਇਲੈਕਟਰਿਕ', 'ਬੱਸਾਂ', 'ਦੀ', 'ਸੁਰੂਆਤ', 'ਨੇ', 'ਸਹਿਰੀ', 'ਪਰਦੂਸਣ', 'ਨੂੰ', 'ਘਟਾਉਣ', 'ਵਿੱਚ', 'ਮਹੱਤਵਪੂਰਣ', 'ਯੋਗਦਾਨ', 'ਪਾਇਆ', 'ਹੈ']",positive
"['ਫੈਕਟਰੀਆਂ', 'ਤੋਂ', 'ਨਿਕਲਣ', 'ਵਾਲੇ', 'ਰਸਾਇਣਿਕ', 'ਪਦਾਰਥਾਂ', 'ਨੇ', 'ਆਸ-ਪਾਸ', 'ਦੇ', 'ਖੇਤਾਂ', 'ਨੂੰ', 'ਬੰਜਰ', 'ਬਣਾ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਸੋਲਰ', 'ਪੈਨਲਾਂ', 'ਦੀ', 'ਵਰਤੋਂ', 'ਵਧਣ', 'ਨਾਲ', 'ਪਰੰਪਰਾਗਤ', 'ਊਰਜਾ', 'ਸਰੋਤਾਂ', ""'"", 'ਤੇ', 'ਨਿਰਭਰਤਾ', 'ਘੱਟ', 'ਗਈ', 'ਹੈ']",positive
"['ਖੁੱਲਹੇ', 'ਵਿੱਚ', 'ਕੂੜਾ', 'ਸਾੜਨ', 'ਨਾਲ', 'ਹਵਾ', 'ਵਿੱਚ', 'ਜਹਿਰੀਲੇ', 'ਪਦਾਰਥਾਂ', 'ਦੀ', 'ਮਾਤਰਾ', 'ਵਧ', 'ਗਈ', 'ਹੈ']",negative
"['ਸਹਿਰਾਂ', 'ਵਿੱਚ', 'ਹਰਿਆਲੀ', 'ਵਧਾਉਣ', 'ਦੀਆਂ', 'ਮੁਹਿੰਮਾਂ', 'ਨੇ', 'ਵਾਤਾਵਰਣ', 'ਨੂੰ', 'ਸੁਧਾਰਨ', 'ਵਿੱਚ', 'ਮਦਦ', 'ਕੀਤੀ', 'ਹੈ']",positive
"['ਪਰਦੂਸਿਤ', 'ਪਾਣੀ', 'ਪੀਣ', 'ਨਾਲ', 'ਪੇਟ', 'ਦੀਆਂ', 'ਬਿਮਾਰੀਆਂ', 'ਦੇ', 'ਮਾਮਲਿਆਂ', 'ਵਿੱਚ', 'ਵਾਧਾ', 'ਹੋਇਆ', 'ਹੈ']",negative
"['ਈ-ਕੂੜੇ', 'ਨੂੰ', 'ਵੱਖਰਾ', 'ਕਰਕੇ', 'ਫੈਂਕਣ', 'ਦੀਆਂ', 'ਸਹੂਲਤਾਂ', 'ਨੇ', 'ਈ-ਅਪਸਕਤਾਂ', 'ਦੀ', 'ਸਮੱਸਿਆ', 'ਨੂੰ', 'ਘਟਾਇਆ', 'ਹੈ']",positive
"['ਫੈਕਟਰੀਆਂ', 'ਦੇ', 'ਧੂੰਏਂ', 'ਨੇ', 'ਆਸ-ਪਾਸ', 'ਦੇ', 'ਇਲਾਕਿਆਂ', 'ਵਿੱਚ', 'ਅਮਲੀ', 'ਵਰਖਾ', 'ਦੀ', 'ਸਮੱਸਿਆ', 'ਨੂੰ', 'ਜਨਮ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਜੈਵਿਕ', 'ਖੇਤੀ', 'ਨੂੰ', 'ਉਤਸਾਹਿਤ', 'ਕਰਨ', 'ਨਾਲ', 'ਮਿੱਟੀ', 'ਦੀ', 'ਗੁਣਵੱਤਾ', 'ਵਿੱਚ', 'ਸੁਧਾਰ', 'ਹੋਇਆ', 'ਹੈ']",positive
"['ਪਰਦੂਸਿਤ', 'ਹਵਾ', 'ਨੇ', 'ਸਹਿਰਾਂ', 'ਵਿੱਚ', 'ਧੁੰਦ', 'ਦੀਆਂ', 'ਸਮੱਸਿਆਵਾਂ', 'ਨੂੰ', 'ਹੋਰ', 'ਵੀ', 'ਵਧਾ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਵਰਖਾ', 'ਦੇ', 'ਪਾਣੀ', 'ਨੂੰ', 'ਸੰਭਾਲਣ', 'ਦੀਆਂ', 'ਤਕਨੀਕਾਂ', 'ਨੇ', 'ਜਮੀਨੀ', 'ਪਾਣੀ', 'ਦੇ', 'ਪੱਧਰ', 'ਨੂੰ', 'ਸੁਧਾਰਿਆ', 'ਹੈ']",positive
"['ਪਲਾਸਟਿਕ', 'ਕੂੜੇ', 'ਨੇ', 'ਸਮੁੰਦਰੀ', 'ਜੀਵਾਂ', 'ਦੀ', 'ਜਾਨ', 'ਲੈਣੀ', 'ਸੁਰੂ', 'ਕਰ', 'ਦਿੱਤੀ', 'ਹੈ', 'ਜੋ', 'ਚਿੰਤਾਜਨਕ', 'ਹੈ']",negative
"['ਸਾਈਕਲ', 'ਦੀ', 'ਵਰਤੋਂ', 'ਨੂੰ', 'ਉਤਸਾਹਿਤ', 'ਕਰਨ', 'ਨਾਲ', 'ਵਾਹਨਾਂ', 'ਤੋਂ', 'ਹੋਣ', 'ਵਾਲੇ', 'ਪਰਦੂਸਣ', 'ਵਿੱਚ', 'ਕਮੀ', 'ਆਈ', 'ਹੈ']",positive
"['ਖੁੱਲਹੇ', 'ਟਾਇਲਟਾਂ', 'ਤੋਂ', 'ਨਿਕਲਣ', 'ਵਾਲੇ', 'ਪਦਾਰਥਾਂ', 'ਨੇ', 'ਭੂਮੀਗਤ', 'ਪਾਣੀ', 'ਨੂੰ', 'ਪਰਦੂਸਿਤ', 'ਕਰ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਨਵੀਨਤਮ', 'ਪਰਦੂਸਣ', 'ਨਿਯੰਤਰਣ', 'ਤਕਨੀਕਾਂ', 'ਨੇ', 'ਫੈਕਟਰੀਆਂ', 'ਤੋਂ', 'ਨਿਕਲਣ', 'ਵਾਲੇ', 'ਜਹਿਰੀਲੇ', 'ਪਦਾਰਥਾਂ', 'ਨੂੰ', 'ਘਟਾਉਣ', 'ਵਿੱਚ', 'ਮਦਦ', 'ਕੀਤੀ', 'ਹੈ']",positive
"['ਪਰਦੂਸਿਤ', 'ਮਿੱਟੀ', 'ਵਿੱਚ', 'ਉਗਾਈਆਂ', 'ਫਸਲਾਂ', 'ਮਨੁੱਖੀ', 'ਸਿਹਤ', 'ਲਈ', 'ਖਤਰਨਾਕ', 'ਸਾਬਿਤ', 'ਹੋ', 'ਰਹੀਆਂ', 'ਹਨ']",negative
"['ਸਰਕਾਰੀ', 'ਨਿਯਮਾਂ', 'ਨੇ', 'ਨਦੀਆਂ', 'ਵਿੱਚ', 'ਕਾਰਖਾਨਿਆਂ', 'ਦਾ', 'ਕੂੜਾ', 'ਸੁੱਟਣ', ""'"", 'ਤੇ', 'ਰੋਕ', 'ਲਗਾ', 'ਦਿੱਤੀ', 'ਹੈ', 'ਜੋ', 'ਸਕਾਰਾਤਮਕ', 'ਕਦਮ', 'ਹੈ']",positive
"['ਪਰਦੂਸਿਤ', 'ਵਾਤਾਵਰਣ', 'ਵਿੱਚ', 'ਰਹਿਣ', 'ਨਾਲ', 'ਲੋਕਾਂ', 'ਦੀ', 'ਰੋਗ', 'ਪਰਤੀਰੋਧਕ', 'ਸਕਤੀ', 'ਘੱਟ', 'ਰਹੀ', 'ਹੈ']",negative
"['ਰੀਸਾਈਕਲਿੰਗ', 'ਪਲਾਂਟਾਂ', 'ਦੀ', 'ਸਥਾਪਨਾ', 'ਨੇ', 'ਕੂੜੇ', 'ਦੀ', 'ਸਮੱਸਿਆ', 'ਨੂੰ', 'ਕੁਝ', 'ਹੱਦ', 'ਤੱਕ', 'ਹੱਲ', 'ਕੀਤਾ', 'ਹੈ']",positive
"['ਫੈਕਟਰੀਆਂ', 'ਦੇ', 'ਗੰਦੇ', 'ਪਾਣੀ', 'ਨੇ', 'ਨਦੀਆਂ', 'ਵਿੱਚ', 'ਮੱਛੀਆਂ', 'ਦੀ', 'ਗਿਣਤੀ', 'ਨੂੰ', 'ਘੱਟ', 'ਕਰ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਜੈਵਿਕ', 'ਖਾਦਾਂ', 'ਦੀ', 'ਵਰਤੋਂ', 'ਨੇ', 'ਮਿੱਟੀ', 'ਦੀ', 'ਗੁਣਵੱਤਾ', 'ਨੂੰ', 'ਸੁਧਾਰਨ', 'ਵਿੱਚ', 'ਮਦਦ', 'ਕੀਤੀ', 'ਹੈ']",positive
